station_no,name,empty_slots,free_bikes,slots,latitude,longitude,avg_rating,total_review_count,POI,avg_rating_fsq,total_ratings_count_fsq,POI_fsq
707,Cartier / Marie-Anne,21,1,23,45.53272890731339,-73.57200437053734,4.375,59.0,4.0,9.3,576.0,1.0
708,Aylwin / Ontario,18,9,27,45.544275457326385,-73.54516267776489,4.0,5.0,3.0,,0.0,2.0
709,Queen / Wellington,39,7,47,45.49760527699099,-73.55534970760345,4.375,138.0,8.0,,,
710,Stationnement incitatif de Montarville (de Montarville),9,10,19,45.6011635681891,-73.44999354332685,,,,,,
711,Quai Yvon-Julien (Marie-Victorin / de Montarville),10,12,22,45.606718042243784,-73.45692034810781,,,,,0.0,1.0
712,Stationnement incitatif de Mortagne (Ampère),15,8,23,45.57251733677832,-73.44312071800232,,,,,0.0,2.0
713,St-Joseph Lachine / 21e avenue,17,2,19,45.43352120253739,-73.68354320526123,4.5,13.0,1.0,9.1,29.0,1.0
714,du Parc / François-Foucault,0,18,23,45.605785392139126,-73.66273999214172,4.5,10.0,1.0,8.0,131.0,1.0
715,90e Avenue / Boulevard Lévesque O,18,9,27,45.53121456506295,-73.74735295772552,,,,,0.0,1.0
716,Métro St-Laurent ( de Maisonneuve / St-Laurent),11,12,24,45.51074821798916,-73.56512099504471,4.136363636363637,77.0,11.0,,0.0,1.0
717,de Maisonneuve / Mansfield (nord),6,13,19,45.502386079583346,-73.57333794236183,4.0,31.0,8.0,7.8,9.0,1.0
718,Pierre-de-Coubertin / Aird,14,5,19,45.55903106539297,-73.54830354452133,4.2,123.0,5.0,,,
719,Porte de Québec / St-André,12,7,19,45.51329411414168,-73.55057805776596,4.0,44.0,8.0,,0.0,2.0
720,Laurier / St-Denis,12,2,15,45.52714838624861,-73.58947947621346,4.1875,33.0,8.0,,,
721,Frontenac / Ste-Catherine,13,5,19,45.53006276144042,-73.54559183120728,3.0,1.0,1.0,8.3,51.0,3.0
722,Garnier / Villeray,14,4,19,45.54948004519436,-73.61605471489383,4.0,1.0,1.0,,,
723,Belmont / Robert-Bourassa,10,17,27,45.50138408104859,-73.56588006019592,4.0,143.0,10.0,8.4,34.0,1.0
724,Louis-Hémon / Rosemont,13,4,19,45.544500877623655,-73.58810484409332,4.833333333333333,5.0,3.0,,,
725,Wellington / Gordon,7,13,23,45.46109386344247,-73.56704950332642,3.8333333333333335,9.0,6.0,,0.0,1.0
726,Parc des Vétérans (des Vétérans / Broadway),7,4,11,45.63147192165401,-73.50819479674101,,,,7.9,10.0,2.0
727,Parc de l'Hôtel-de-Ville (Ste-Julie / Laurendeau),10,9,19,45.63068604376728,-73.4948467835784,,,,,0.0,1.0
728,Wellington / 3e avenue,7,12,19,45.45734622161475,-73.56757521629333,4.2,8.0,5.0,,,
729,Wellington / Hickson,2,24,27,45.46493155172772,-73.56674909591675,3.875,5.0,4.0,7.9,12.0,2.0
730,Parc de Montréal-Est (Notre-Dame / David),1,16,19,45.61316323215739,-73.50989364087582,,,,8.65,92.0,3.0
731,Centre récréatif Édouard-Rivet (Notre-Dame / Lesage),5,10,15,45.62846158049899,-73.49952153861523,,,,,,
732,Mansfield / Ste-Catherine,12,1,19,45.50140664031126,-73.57165485620499,3.9375,29.0,8.0,7.8,20.0,6.0
733,Lanaudière / Jean-Talon,14,0,15,45.545350334193245,-73.61032962799072,,,,,,
734,Lincoln / du Fort,11,3,15,45.4930266623113,-73.58389592183812,4.25,390.0,4.0,,0.0,2.0
735,St-Dominique / de Bellechasse,28,2,31,45.52952466565309,-73.60488876700401,4.0,14.0,8.0,8.4,34.0,1.0
736,du Canal / McLaughlin,7,6,15,45.42969214118378,-73.6694884300232,4.75,14.0,2.0,7.9,16.0,2.0
737,de la Peltrie / de la Côte-des-Neiges,13,10,23,45.499797390231926,-73.6301752924919,3.75,113.0,2.0,,0.0,2.0
738,Plessis / Logan,15,3,19,45.5218942750191,-73.55725058932876,4.0,102.0,6.0,,0.0,1.0
739,de Maisonneuve / Mansfield SE,11,10,23,45.50229349416256,-73.5733064264059,4.0,31.0,8.0,6.8,9.0,1.0
740,Duluth / St-Laurent,8,5,15,45.51705439248423,-73.57926428318024,4.214285714285714,51.0,7.0,,,
741,Parc J.-Arthur-Champagne (de Chambly / du Mont-Royal),16,3,19,45.551584,-73.561916,4.2,372.0,5.0,8.8,46.0,1.0
742,Bloomfield / Bernard,26,1,27,45.520338193708305,-73.60775470733641,4.0,13.0,7.0,,,
743,de Laprairie / Centre,11,4,15,45.48059248038378,-73.56577813625336,4.1,7.0,5.0,6.800000000000001,19.0,2.0
